shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
594,11254,06-12-2016,,lasership,Delivered
595,19093,05-22-2016,,usps,Delivered
596,12498,12-30-2015,,ups,Delivered
597,17344,09-15-2016,,usps,Delivered
598,20412,01-24-2017,,amazon logistics,Delivered
599,18110,08-13-2017,,lasership,Delivered
600,3588,03-02-2016,,fedex,Delivered
601,11397,06-04-2016,,lasership,Delivered
602,3431,01-30-2017,,amazon logistics,Delivered
603,19289,06-21-2016,07-01-2016,lasership,Returned
604,5514,05-22-2016,,lasership,Delivered
605,3118,05-16-2016,,lasership,Delivered
606,15550,02-04-2017,02-14-2017,fedex,Returned
607,16683,04-09-2016,,usps,Delivered
608,15358,03-21-2017,,purolator,Delivered
609,12968,01-20-2017,,xpo logistics,Delivered
610,10570,01-13-2016,01-26-2016,xpo logistics,Returned
611,11616,03-18-2016,03-29-2016,fedex,Returned
612,22119,05-24-2017,,amazon logistics,Delivered
613,283,04-18-2017,,lasership,Delivered
614,405,03-30-2017,,xpo logistics,Delivered
615,9456,07-30-2016,08-12-2016,purolator,Returned
616,22020,05-10-2017,,usps,Delivered
617,11135,06-25-2016,07-06-2016,xpo logistics,Returned
618,1222,02-04-2017,,fedex,Delivered
619,18449,12-15-2016,,usps,Delivered
620,21957,05-05-2017,05-17-2017,purolator,Returned
621,10395,01-20-2016,,fedex,Delivered
622,2468,01-11-2017,,fedex,Delivered
623,16514,02-15-2016,,fedex,Delivered
624,21395,08-18-2017,,usps,Delivered
625,6799,10-09-2016,,usps,Delivered
626,3528,01-11-2016,,fedex,Delivered
627,12896,01-25-2017,02-05-2017,dhl,Returned
628,9501,01-13-2016,01-23-2016,ontrac,Returned
629,8604,01-08-2017,,spee-dee delivery,Delivered
630,20207,01-08-2017,,amazon logistics,Delivered
631,2755,05-19-2017,,dhl,Delivered
632,12938,01-21-2017,,spee-dee delivery,Delivered
633,19898,12-12-2016,,xpo logistics,Delivered
634,15716,01-27-2017,,ups,Delivered
635,10781,07-24-2016,,ontrac,Delivered
636,23700,04-23-2016,,usps,Delivered
637,17825,05-28-2017,,usps,Delivered
638,15948,10-01-2015,,xpo logistics,Delivered
639,19622,07-31-2016,,spee-dee delivery,Delivered
640,16637,03-17-2016,,dhl,Delivered
641,5860,04-16-2016,04-24-2016,purolator,Returned
642,686,04-09-2017,04-20-2017,dhl,Returned
643,8587,01-07-2017,01-17-2017,amazon logistics,Returned
644,13524,12-13-2015,,lasership,Delivered
645,7865,03-14-2017,03-27-2017,fedex,Returned
646,18729,01-18-2017,,amazon logistics,Delivered
647,7886,03-05-2017,,lasership,Delivered
648,22539,10-17-2016,,amazon logistics,Delivered
649,552,11-09-2016,,usps,Delivered
650,17957,07-02-2017,,fedex,Delivered
651,17444,03-14-2017,,purolator,Delivered
652,19259,06-15-2016,,purolator,Delivered
653,18472,12-19-2016,,fedex,Delivered
654,21982,05-10-2017,,purolator,Delivered
655,18104,08-14-2017,08-27-2017,amazon logistics,Returned
656,10036,01-10-2016,01-22-2016,ontrac,Returned
657,15667,01-28-2017,,spee-dee delivery,Delivered
658,13543,12-12-2015,,ups,Delivered
659,19889,12-12-2016,,ontrac,Delivered
660,19014,05-10-2016,,lasership,Delivered
661,17727,06-04-2017,06-19-2017,usps,Returned
662,14530,01-18-2017,,ontrac,Delivered
663,21510,02-27-2017,,fedex,Delivered
664,8828,09-25-2016,,usps,Delivered
665,16136,10-23-2015,,spee-dee delivery,Delivered
666,6438,11-18-2016,,spee-dee delivery,Delivered
667,11782,03-12-2016,03-21-2016,dhl,Returned
668,17280,09-06-2016,,ontrac,Delivered
669,11792,03-13-2016,03-22-2016,dhl,Returned
670,9965,01-08-2016,01-20-2016,xpo logistics,Returned
671,5864,04-17-2016,,spee-dee delivery,Delivered
672,5500,05-21-2016,,lasership,Delivered
673,18375,11-25-2016,,usps,Delivered
674,17973,07-23-2017,08-06-2017,fedex,Returned
675,23211,02-05-2016,02-19-2016,usps,Returned
676,5696,05-02-2016,05-11-2016,usps,Returned
678,23128,02-03-2016,02-11-2016,purolator,Returned
679,23150,01-31-2016,,xpo logistics,Delivered
680,15757,01-23-2017,,xpo logistics,Delivered
681,2378,01-10-2017,01-21-2017,purolator,Returned
682,12991,01-20-2017,,xpo logistics,Delivered
683,13577,12-08-2015,,lasership,Delivered
684,2410,01-09-2017,01-18-2017,dhl,Returned
685,14088,03-31-2017,04-15-2017,ups,Returned
686,11297,06-13-2016,06-23-2016,lasership,Returned
687,1799,12-15-2016,,amazon logistics,Delivered
688,1701,12-22-2016,12-31-2016,purolator,Returned
689,19018,05-12-2016,,dhl,Delivered
690,4952,08-29-2016,09-06-2016,xpo logistics,Returned
691,23380,03-14-2016,,lasership,Delivered
692,1636,12-24-2016,,purolator,Delivered
693,15696,01-26-2017,,spee-dee delivery,Delivered
694,23066,01-13-2016,,lasership,Delivered
695,11957,02-14-2016,,lasership,Delivered
696,12541,12-29-2015,,fedex,Delivered
697,242,02-04-2017,,usps,Delivered
698,4917,12-11-2016,,usps,Delivered
699,18369,12-01-2016,,fedex,Delivered
700,14819,12-17-2016,,ontrac,Delivered
701,7990,02-14-2017,,ontrac,Delivered
702,14514,01-18-2017,02-01-2017,amazon logistics,Returned
703,680,04-19-2017,,spee-dee delivery,Delivered
704,7340,12-21-2016,01-03-2017,fedex,Returned
705,3419,01-26-2017,02-08-2017,fedex,Returned
706,12813,01-28-2017,,ups,Delivered
707,7683,03-20-2017,04-02-2017,amazon logistics,Returned
708,9715,01-09-2016,01-23-2016,xpo logistics,Returned
709,5722,04-30-2016,,xpo logistics,Delivered
710,19815,12-03-2016,,ontrac,Delivered
711,23756,05-02-2016,,amazon logistics,Delivered
712,6685,10-21-2016,,spee-dee delivery,Delivered
713,12268,01-03-2016,,amazon logistics,Delivered
714,7315,12-17-2016,,ontrac,Delivered
715,12869,01-25-2017,,xpo logistics,Delivered
716,14730,12-26-2016,,lasership,Delivered
717,13440,12-23-2015,,spee-dee delivery,Delivered
718,13375,12-20-2015,01-01-2016,usps,Returned
719,16624,02-15-2016,,xpo logistics,Delivered
720,6594,10-31-2016,,xpo logistics,Delivered
721,10661,01-11-2016,01-21-2016,lasership,Returned
722,12262,01-03-2016,,fedex,Delivered
723,3389,05-20-2017,,lasership,Delivered
724,9857,01-08-2016,01-23-2016,xpo logistics,Returned
725,21587,03-07-2017,,ontrac,Delivered
726,23886,11-28-2015,,fedex,Delivered
727,17923,06-24-2017,,lasership,Delivered
728,4849,01-26-2017,,amazon logistics,Delivered
729,14658,01-05-2017,,spee-dee delivery,Delivered
730,4217,02-18-2016,,ups,Delivered
731,5596,05-15-2016,,usps,Delivered
732,583,11-09-2016,,dhl,Delivered
733,10632,01-15-2016,01-26-2016,amazon logistics,Returned
734,20695,06-07-2017,06-16-2017,xpo logistics,Returned
735,22001,05-03-2017,,usps,Delivered
736,11956,02-19-2016,,ontrac,Delivered
737,14262,01-01-2017,,lasership,Delivered
738,12400,12-29-2015,,amazon logistics,Delivered
739,1014,02-25-2017,,xpo logistics,Delivered
740,8151,01-19-2017,,fedex,Delivered
741,7669,03-23-2017,,lasership,Delivered
742,2656,05-22-2017,06-02-2017,ups,Returned
743,18974,09-08-2015,,purolator,Delivered
744,4749,02-01-2017,,dhl,Delivered
745,7075,12-26-2016,,fedex,Delivered
746,15839,07-06-2015,,lasership,Delivered
747,3348,12-17-2016,,purolator,Delivered
748,17799,05-20-2017,05-31-2017,purolator,Returned
749,9492,01-11-2016,01-23-2016,xpo logistics,Returned
750,21374,02-15-2017,,spee-dee delivery,Delivered
751,8599,01-08-2017,01-19-2017,xpo logistics,Returned
752,12303,12-30-2015,01-10-2016,purolator,Returned
753,13743,11-29-2015,,dhl,Delivered
754,23156,01-20-2016,,amazon logistics,Delivered
755,2509,01-07-2017,,spee-dee delivery,Delivered
756,17225,08-07-2016,08-17-2016,fedex,Returned
757,9916,01-11-2016,,dhl,Delivered
758,18191,09-24-2016,,amazon logistics,Delivered
759,15019,10-24-2016,,fedex,Delivered
760,13081,01-22-2017,,fedex,Delivered
761,14455,01-19-2017,02-03-2017,xpo logistics,Returned
762,21512,03-03-2017,,fedex,Delivered
763,5675,05-02-2016,,spee-dee delivery,Delivered
764,16640,03-14-2016,03-23-2016,fedex,Returned
765,8707,01-02-2017,,lasership,Delivered
766,14580,01-08-2017,01-20-2017,spee-dee delivery,Returned
767,16923,05-22-2016,,xpo logistics,Delivered
768,22646,10-28-2016,11-06-2016,purolator,Returned
769,19142,05-26-2016,06-07-2016,purolator,Returned
770,17963,07-04-2017,,spee-dee delivery,Delivered
771,11102,06-25-2016,,dhl,Delivered
772,22106,05-19-2017,,xpo logistics,Delivered
773,6951,12-27-2016,,ups,Delivered
774,6031,04-04-2016,,purolator,Delivered
775,20381,01-25-2017,,fedex,Delivered
776,6633,10-24-2016,,ontrac,Delivered
777,23677,04-19-2016,05-04-2016,purolator,Returned
778,17809,06-23-2017,,dhl,Delivered
779,13502,12-14-2015,,ontrac,Delivered
780,5542,05-24-2016,06-08-2016,dhl,Returned
781,20004,12-18-2016,,ups,Delivered
782,12473,12-29-2015,,spee-dee delivery,Delivered
783,2896,04-02-2017,,fedex,Delivered
784,3046,05-21-2017,,spee-dee delivery,Delivered
785,20331,01-20-2017,,fedex,Delivered
786,23443,03-27-2016,04-08-2016,dhl,Returned
787,10061,01-07-2016,,fedex,Delivered
788,8027,02-06-2017,,amazon logistics,Delivered
789,3759,12-21-2015,,purolator,Delivered
790,10705,01-11-2016,01-21-2016,purolator,Returned
791,20986,07-20-2017,,dhl,Delivered
792,18374,11-26-2016,,amazon logistics,Delivered
793,15711,01-24-2017,02-05-2017,purolator,Returned
794,19662,08-11-2016,,spee-dee delivery,Delivered
795,22373,09-26-2016,,spee-dee delivery,Delivered
796,8186,01-21-2017,02-03-2017,dhl,Returned
797,9254,08-18-2016,08-29-2016,amazon logistics,Returned
798,12342,12-29-2015,,purolator,Delivered
799,18132,08-18-2017,,ups,Delivered
800,14396,09-06-2016,09-16-2016,fedex,Returned
801,3578,02-01-2016,,spee-dee delivery,Delivered
803,20945,07-11-2017,07-26-2017,ups,Returned
804,15529,02-07-2017,,xpo logistics,Delivered
805,10045,01-09-2016,,xpo logistics,Delivered
806,1616,12-24-2016,,ups,Delivered
807,17108,07-04-2016,,spee-dee delivery,Delivered
808,14419,01-20-2017,,xpo logistics,Delivered
809,17354,03-01-2017,,fedex,Delivered
810,11420,06-04-2016,06-18-2016,fedex,Returned
811,22218,09-15-2016,,ontrac,Delivered
812,9060,09-12-2016,09-24-2016,fedex,Returned
813,12715,01-31-2017,,usps,Delivered
814,19339,06-23-2016,,fedex,Delivered
815,19424,07-02-2016,,xpo logistics,Delivered
816,19050,05-14-2016,,spee-dee delivery,Delivered
817,3560,01-24-2016,,usps,Delivered
818,3358,12-22-2016,01-01-2017,lasership,Returned
819,23387,03-19-2016,,fedex,Delivered
820,7000,12-27-2016,,ups,Delivered
821,132,01-25-2017,,lasership,Delivered
822,840,03-18-2017,,ups,Delivered
823,12849,01-28-2017,,spee-dee delivery,Delivered
824,12392,12-30-2015,,xpo logistics,Delivered
825,8990,09-16-2016,,fedex,Delivered
826,17404,09-11-2016,,spee-dee delivery,Delivered
827,11822,03-09-2016,,lasership,Delivered
828,15447,02-27-2017,,lasership,Delivered
829,5473,05-27-2016,,spee-dee delivery,Delivered
830,18386,11-27-2016,,lasership,Delivered
831,19711,08-22-2016,,ups,Delivered
832,5613,05-10-2016,,amazon logistics,Delivered
833,10972,07-11-2016,,ontrac,Delivered
834,11169,06-18-2016,07-01-2016,purolator,Returned
835,12630,02-07-2017,,fedex,Delivered
836,6698,10-24-2016,,ontrac,Delivered
837,21627,03-14-2017,,lasership,Delivered
838,13505,12-14-2015,,lasership,Delivered
839,12634,02-06-2017,,ups,Delivered
840,13017,01-21-2017,,dhl,Delivered
841,2305,01-18-2017,,lasership,Delivered
842,23321,02-28-2016,,purolator,Delivered
843,19995,12-18-2016,,spee-dee delivery,Delivered
844,12296,01-02-2016,01-11-2016,spee-dee delivery,Returned
845,17476,03-02-2017,03-16-2017,ups,Returned
846,18226,09-27-2016,,xpo logistics,Delivered
847,6093,04-01-2016,04-11-2016,ontrac,Returned
849,150,01-27-2017,,xpo logistics,Delivered
850,23051,01-07-2016,,purolator,Delivered
851,15145,05-19-2017,06-03-2017,purolator,Returned
852,8425,01-08-2017,,ups,Delivered
853,16195,12-06-2015,12-14-2015,amazon logistics,Returned
854,15366,03-22-2017,,lasership,Delivered
855,4674,10-21-2016,,purolator,Delivered
856,12765,01-26-2017,02-04-2017,purolator,Returned
857,3170,08-06-2016,,dhl,Delivered
858,11878,02-29-2016,03-10-2016,xpo logistics,Returned
859,12041,01-06-2016,,amazon logistics,Delivered
860,18757,01-23-2017,,lasership,Delivered
861,22317,09-22-2016,,ontrac,Delivered
862,15345,03-30-2017,04-07-2017,purolator,Returned
863,12358,01-02-2016,,usps,Delivered
864,22397,09-26-2016,,xpo logistics,Delivered
865,5581,05-14-2016,,xpo logistics,Delivered
866,15723,01-24-2017,,usps,Delivered
867,7038,12-29-2016,01-10-2017,lasership,Returned
868,23195,01-31-2016,,purolator,Delivered
869,22154,05-22-2017,,amazon logistics,Delivered
870,7856,03-13-2017,,amazon logistics,Delivered
871,21520,03-01-2017,,dhl,Delivered
872,1694,12-21-2016,,xpo logistics,Delivered
873,22057,05-19-2017,05-29-2017,xpo logistics,Returned
874,203,12-29-2016,01-11-2017,fedex,Returned
875,2053,01-25-2017,02-06-2017,amazon logistics,Returned
876,20008,12-20-2016,,ontrac,Delivered
877,1385,12-31-2016,,lasership,Delivered
878,12129,12-31-2015,01-10-2016,xpo logistics,Returned
879,17879,06-14-2017,,usps,Delivered
880,9971,01-11-2016,,lasership,Delivered
881,2789,05-04-2017,,ups,Delivered
882,10228,01-31-2016,02-09-2016,xpo logistics,Returned
883,13302,12-31-2015,01-14-2016,lasership,Returned
884,6557,11-10-2016,11-22-2016,ontrac,Returned
885,314,02-01-2017,,dhl,Delivered
886,6352,11-27-2016,,xpo logistics,Delivered
887,23235,02-11-2016,,purolator,Delivered
888,9054,09-10-2016,09-22-2016,purolator,Returned
889,15913,09-06-2015,,ontrac,Delivered
890,23254,02-21-2016,,amazon logistics,Delivered
891,18117,08-25-2017,09-08-2017,ups,Returned
892,7010,12-26-2016,,ontrac,Delivered
893,9347,08-09-2016,08-20-2016,usps,Returned
894,23046,01-13-2016,,fedex,Delivered
895,5984,04-08-2016,,amazon logistics,Delivered
896,21534,02-25-2017,,ontrac,Delivered
897,16569,02-16-2016,02-26-2016,spee-dee delivery,Returned
898,3904,01-24-2017,,spee-dee delivery,Delivered
899,3080,12-31-2015,01-15-2016,fedex,Returned
900,17490,03-20-2017,,purolator,Delivered
901,4663,12-28-2016,01-05-2017,dhl,Returned
902,8726,01-01-2017,,dhl,Delivered
903,4700,04-27-2016,,purolator,Delivered
904,12179,01-01-2016,01-15-2016,ontrac,Returned
906,13767,10-20-2015,,purolator,Delivered
907,8215,01-19-2017,,ontrac,Delivered
908,10248,01-25-2016,,dhl,Delivered
909,1570,12-24-2016,,ups,Delivered
910,20687,06-11-2017,,amazon logistics,Delivered
911,18491,12-22-2016,,dhl,Delivered
912,17598,03-30-2017,04-09-2017,lasership,Returned
913,6048,04-05-2016,04-14-2016,ontrac,Returned
914,8382,01-09-2017,01-22-2017,purolator,Returned
915,11550,03-20-2016,03-28-2016,usps,Returned
916,17549,05-06-2017,,lasership,Delivered
917,17929,06-28-2017,,ups,Delivered
918,20071,12-28-2016,,usps,Delivered
919,7455,12-16-2016,,ontrac,Delivered
920,1168,02-05-2017,,ups,Delivered
921,4602,02-27-2017,,lasership,Delivered
922,18534,01-02-2017,,spee-dee delivery,Delivered
923,14762,12-24-2016,,lasership,Delivered
924,5776,04-26-2016,,lasership,Delivered
925,18976,10-15-2015,,xpo logistics,Delivered
926,12648,02-02-2017,,xpo logistics,Delivered
927,10696,01-14-2016,,dhl,Delivered
928,22248,09-19-2016,,usps,Delivered
929,4817,12-30-2015,,amazon logistics,Delivered
930,7009,12-28-2016,01-05-2017,ontrac,Returned
931,6314,12-05-2016,12-19-2016,fedex,Returned
932,16808,04-23-2016,,ups,Delivered
933,9636,01-11-2016,01-22-2016,usps,Returned
934,12246,01-01-2016,,lasership,Delivered
935,4024,12-29-2015,,lasership,Delivered
936,11156,06-22-2016,,usps,Delivered
937,7591,04-02-2017,04-16-2017,spee-dee delivery,Returned
938,12351,01-02-2016,,dhl,Delivered
939,19264,06-15-2016,,lasership,Delivered
940,3848,01-20-2017,,fedex,Delivered
941,6538,11-13-2016,11-22-2016,lasership,Returned
942,9096,09-11-2016,09-24-2016,amazon logistics,Returned
943,15216,05-07-2017,,amazon logistics,Delivered
944,11763,03-12-2016,,dhl,Delivered
945,11991,02-07-2016,02-17-2016,dhl,Returned
946,16834,04-27-2016,,usps,Delivered
947,18642,01-08-2017,,amazon logistics,Delivered
948,13962,05-06-2017,,ontrac,Delivered
949,12423,01-02-2016,01-11-2016,xpo logistics,Returned
950,22012,05-11-2017,05-24-2017,lasership,Returned
951,9524,01-11-2016,01-25-2016,xpo logistics,Returned
952,4291,03-27-2016,04-04-2016,dhl,Returned
953,14298,12-26-2016,,ontrac,Delivered
954,3894,01-24-2017,02-05-2017,ontrac,Returned
955,21479,02-25-2017,,ups,Delivered
956,19169,06-05-2016,,spee-dee delivery,Delivered
957,10601,01-11-2016,,amazon logistics,Delivered
958,12848,01-25-2017,02-02-2017,lasership,Returned
959,3071,12-30-2015,,lasership,Delivered
960,11518,03-26-2016,04-05-2016,dhl,Returned
961,11486,03-28-2016,04-08-2016,xpo logistics,Returned
962,12948,01-24-2017,,xpo logistics,Delivered
963,20221,01-08-2017,,usps,Delivered
964,12365,12-30-2015,01-08-2016,lasership,Returned
965,21625,03-15-2017,,usps,Delivered
966,22718,10-31-2016,,purolator,Delivered
967,16281,11-28-2015,,dhl,Delivered
968,13085,01-20-2017,,purolator,Delivered
969,5481,05-22-2016,,lasership,Delivered
970,2936,11-21-2016,,purolator,Delivered
971,5358,10-17-2015,,ups,Delivered
972,21425,02-26-2017,,xpo logistics,Delivered
973,12803,01-25-2017,,fedex,Delivered
974,10463,01-19-2016,01-30-2016,spee-dee delivery,Returned
975,11155,06-24-2016,,purolator,Delivered
976,16851,05-02-2016,,ontrac,Delivered
977,17362,09-04-2016,09-13-2016,dhl,Returned
978,12905,01-24-2017,02-04-2017,ontrac,Returned
979,14993,11-13-2016,,spee-dee delivery,Delivered
980,19351,06-23-2016,,amazon logistics,Delivered
981,15251,04-11-2017,,fedex,Delivered
982,16767,04-26-2016,05-07-2016,lasership,Returned
983,22103,05-21-2017,06-04-2017,fedex,Returned
984,23265,02-18-2016,,spee-dee delivery,Delivered
985,11784,03-14-2016,,amazon logistics,Delivered
986,18022,08-09-2017,,ontrac,Delivered
987,18739,01-23-2017,,amazon logistics,Delivered
988,12181,01-03-2016,,lasership,Delivered
989,3323,10-25-2016,,dhl,Delivered
990,20612,05-29-2017,,ontrac,Delivered
991,22795,11-12-2016,,amazon logistics,Delivered
992,21489,02-19-2017,,fedex,Delivered
993,10925,07-16-2016,07-30-2016,xpo logistics,Returned
994,3360,12-23-2016,,lasership,Delivered
995,8169,01-18-2017,,xpo logistics,Delivered
996,9109,09-08-2016,,dhl,Delivered
997,8740,12-31-2016,01-09-2017,lasership,Returned
998,11767,03-12-2016,,xpo logistics,Delivered
999,2259,01-19-2017,02-03-2017,usps,Returned
1000,12680,02-01-2017,,xpo logistics,Delivered
1002,17451,02-26-2017,,fedex,Delivered
1003,2997,01-11-2017,,purolator,Delivered
1004,16596,03-02-2016,,ontrac,Delivered
1005,8220,01-18-2017,02-02-2017,spee-dee delivery,Returned
1006,1310,01-03-2017,,fedex,Delivered
1007,940,03-06-2017,,ontrac,Delivered
1008,8380,01-09-2017,,spee-dee delivery,Delivered
1009,255,03-25-2017,,ups,Delivered
1010,7358,12-15-2016,,ontrac,Delivered
1011,14416,01-22-2017,01-30-2017,ontrac,Returned
1012,17518,03-28-2017,,ups,Delivered
1013,14604,01-12-2017,,fedex,Delivered
1014,7398,12-19-2016,,lasership,Delivered
1015,20820,06-23-2017,,amazon logistics,Delivered
1016,16242,01-10-2016,,ups,Delivered
1017,14583,01-08-2017,01-17-2017,ups,Returned
1018,18267,10-26-2016,,xpo logistics,Delivered
1019,18018,08-06-2017,,ups,Delivered
1020,765,03-22-2017,04-04-2017,spee-dee delivery,Returned
1021,6926,01-01-2017,,lasership,Delivered
1022,11985,02-17-2016,02-28-2016,usps,Returned
1023,8396,01-09-2017,,ontrac,Delivered
1024,10812,07-21-2016,08-05-2016,purolator,Returned
1025,6322,12-01-2016,,fedex,Delivered
1026,16344,12-22-2015,01-03-2016,lasership,Returned
1027,21967,05-08-2017,05-16-2017,ups,Returned
1028,6207,12-09-2016,,amazon logistics,Delivered
1029,7707,03-19-2017,,xpo logistics,Delivered
1030,14613,01-07-2017,,usps,Delivered
1031,12384,01-02-2016,01-13-2016,ontrac,Returned
1032,19873,12-14-2016,12-25-2016,ups,Returned
1033,7541,04-16-2017,,amazon logistics,Delivered
